post_date,post_id,post_source,post_text,comment_text
2016-11-07 17:28:55,201,https://vk.com/wall-130344439_201,Играем в,"['Выбор теперь не будет случайным, потому что ты всем сказал во что мы играем.', 'id6045249Philip, ошибка была в последней фразе', 'id6045249Philip, остальное на случайность не влияет', 'Так ведь название игры все равно не несет никакого смысла. Поч не случайность?', 'Ну более мене на самом деле получилось даже при косяке в самом начале']"
2016-11-07 17:43:37,205,https://vk.com/wall-130344439_205,Любимая цифра,['К посту комментариев нет']
2016-11-07 17:46:23,206,https://vk.com/wall-130344439_206,Каким будет это распределение?,"['Хочу увидеть проголосовавших и убедиться, что молодые неопытные голосуют не за хи-квадрат']"
2016-11-08 19:27:51,209,https://vk.com/wall-130344439_209,3 курс прямо сейчас 0,['Тут отправили фото']
2016-11-09 00:04:41,211,https://vk.com/wall-130344439_211,А за кого проголосовал бы ты?,"['id10592581Александр, понятненько, ясненько', 'Почему Трамп сэндвич?']"
2016-11-16 20:35:48,216,https://vk.com/wall-130344439_216,"тут очередной топ трек ставьте классы, подписывайтесь на канал, ссылка в описании","['хочу придумать остроумный коммент, но так горит, что ничего на голову не приходит', '', 'Норм трек. Качает', 'Это, конечно, такое, но все же лучше, чем предыдущие услышанные треки...', 'Ой, аннулирую свой прошлый коммент, когда пошёл рэп стало плохо', 'Все проекты просто топ!!!']"
2016-11-19 13:48:28,223,https://vk.com/wall-130344439_223,"Иканаааам, в понедельник идем в бар! Веселая компания и 4 по цене 1 в понедельник в 19.00 в Papas place Идем бухать, не будь как Никитка","['Парень дело говорит', 'Если будете раньше меня Стол на 10 человек не мое имя', 'Всем спасибо, было весело и слишком пьяно']"
2016-11-23 15:44:46,227,https://vk.com/wall-130344439_227,"Товарищи экономисты, есть такая инфа которую никто, оказывается, не знал, хотя это уже как год работает Каждому студенту на время обучения бакалавриат, магистратура, аспирантура предоставляется личная учётная запись Microsoft Office 365, которая гарантирует вам 1 ТБ облачного хранилища на OneDrive, личный почтовый ящик в домене edu.ranepa.ru, а так возможность установки лицензионных версий Microsft Office 365 последней версии на 5 компов, 5 планшетов и 5 телефонов. Все подробности и инструкции можно найти по ссылке","['шок-контент', 'Слабо, физтехам phystech.edu остаётся после обучения вместе с гугл диском на 5Тб']"
2016-11-24 13:40:45,230,https://vk.com/wall-130344439_230,"Дорогие экономовцы! В субботу собираем всех желающих на открытый каток в Парке Горького! Все, кто хочет пойти, ставим лойсы. Время сбора уточним позже, но думаю, что это будет в часов 5 дня. Приходите, откроем зимний сезон! Также после катка решим о продолжении банкета.","['Там можно взять коньки напрокат?', 'id87749968Александр, да', 'Коньки на прокат там включены в стоимость билета на вход', 'В прошлом году по крайней мере так было, но они не оч', 'Игорь, а альфатон?', 'ТЫ ШТО В СУББОТУ ЦОМЭЭФ!!!!!!!!!11', 'Одним словом - Организатор!', 'id145608859Никита, для по ходу уже нет']"
2016-11-25 16:53:58,241,https://vk.com/wall-130344439_241,Пост состоит из фото,['Люди вдохновили написать книгу под названием Пустота - это печально...']
2016-11-25 21:33:32,243,https://vk.com/wall-130344439_243,"Гайз! Кто завтра идет на каток, встречаемся у входа в ПГ в 5 часов. Если что, мой телефон 89260357545","['89169493204', 'Карочи, Молдованин - Организатор с большой буквы Х, так что звоните Фильке или мне 89169261965']"
2016-11-26 23:05:03,246,https://vk.com/wall-130344439_246,Если бы через неделю был бы посвят ты бы поехал?,"['Посвяты не бывают в декабре', 'id3577476Никита, посвят не терпит сослагательного наклонения?', 'id6045249Филипп, нет']"
2016-11-28 20:37:20,250,https://vk.com/wall-130344439_250,"Сегодня День рождения у одного из самых преданных экономовцев! Этот человек закончил бакалавриат, магистратуру иканамчика и теперь продолжает обучение в аспирантуре. Один из рекордсменов по количеству посещенных посвятов 7!!!, прекрасный гитарюга и просто хороший парень. Хочется пожелать, чтобы в жизни было поменьше случайных блужданий, больше иканама и много много лонгов в папасе!","['ооо братка с днюхой...', 'С днюшечкой!!!', 'С днем рождения!', 'Поздравляю!', 'О, спасибо, от души']"
2016-11-29 17:41:21,256,https://vk.com/wall-130344439_256,На части буклетов отчисленные люди висят 000000,['К посту комментариев нет']
2016-11-30 15:19:17,261,https://vk.com/wall-130344439_261,16.40 около входа на каток в Парке Горького. Всех ждем! 8-916-949-32-04 - Ульянкин Филипп 8-916-554-42-16 - Осипов Семён,['К посту комментариев нет']
2016-11-30 22:00:55,262,https://vk.com/wall-130344439_262,"Отделение Экономики предупреждает Капустники опасны для вашего здоровья! И рекомендует ботать, а не танцевать.",['К посту комментариев нет']
2016-12-02 01:16:27,264,https://vk.com/wall-130344439_264,Пост состоит из фото,['К посту комментариев нет']
2016-12-02 16:50:19,266,https://vk.com/wall-130344439_266,Пост состоит из фото,"['Ну типа пора привыкнуть что если пишут шото про економику рашки, то це хлопцi iз вышки']"
2016-12-03 15:11:59,268,https://vk.com/wall-130344439_268,"ДИНГ ДИНГ ДОН! ДИНГ ДИНГ ДОН! ЛЬЁЁЁТСЯ ЧУДНЫЙ ЗВООООН! КОКА КОЛА ВСЕ ДЕЛА ПРАЗДНИК К НАМ ПРИШЁЁЁЁЁЁЛ! Всем привет! И да, я намекаю на то, что к нам приближается долгожданный Новый гооооооод!!!! В этот праздник все мы с вами ждем какого-то чуда и жаждем получить самый заветный подарок, о котором так мечтали всю неделю, или месяц, или год или вообще всю свою жизнь!!! Так вот поэтому мы предлагаем вам в этот Новый Год помочь друг другу исполнить эти мечты и ощутить себя хотя бы на несколько дней ТАЙНЫМ ДЕДОМ МОРОЗОМ! ИМЕННО СЕГОДНЯ, ИМЕННО СЕЙЧАС, МЫ ОБЪЯВЛЯЕМ РЕГИСТРАЦИЮ НА ТАЙНОГО ДЕДА МОРОЗА ОТКРЫТОЙ! ССЫЛКА НА РЕГИСТРАЦИЮ ПРИЛАГАЕТСЯ! На этот раз мы решили провести мероприятие не только на своем курсе, но и на всем отделении экономики! Любому из вас может попасться как однокурсник, так и совершенно незнакомый человек, но разве же так не интереснее?! БУДЕТ ОЧЕНЬ ЗДОРОВО! Ну и, собственно, о том, что же вообще такое Тайный Дед Мороз? Это тайный обмен подарками! Начинается все с того, что вы получаете конверт, в котором находится анкета другого студента с описанием его хобби, желаний и просто того, что он любит больше всего Вместе с этим вам, конечно, достается номер счастливчика, чью заветную мечту вы будете исполнять! На поиски лучшего подарка каждому будет отведено 2 недели, после чего, 28 декабря, в предверии Нового Года, ПРОИЗОЙДЕТ ВОЛШЕБСТВО! Тогда и ты сам получишь свой подарок! Обо всех остальных правилах вы сможете узнать уже в день выдачи заветных конвертов РЕГИСТРАЦИЯ НА РОЛИ ТАЙНЫХ ДЕДОВ МОРОЗОВ БУДЕТ ЗАКРЫТА 15.12 В 2359! После чего, увы, ваше участие в конкурсе, будет невозможным ТАК ЧТО РЕГИСТРИРУЙСЯ СЕЙЧАС, НЕ ОТКЛАДЫВАЙ ДЕЛО НА ПОТОМ! И будет тебе подарочек Если у тебя возникнут или уже возникли какие-то вопросы, можешь их смело задавать id321378609Оле Колесниковой или id10592581Саше Тишину","['Ну хоть не убьют...', 'P.S. Преподаватели тоже участвуют', 'Блин, чего так сложно зарегаться!']"
2016-12-04 11:15:18,271,https://vk.com/wall-130344439_271,"РЕБЯТА, СЕГОДНЯ У НАШЕГО ГЛЕБУШКА ДЕНЬ РОЖДЕНИЯ, ДАВАЙТЕ-КА ВСЕ ДРУЖНО ПОЗДРАВИМ ЭТОГО ПАРНЯ С ИКАНАМЧИКА!!! ГЛЕБ, МЫ ТЕБЯ ОЧЕНЬ-ОЧЕНЬ СИЛЬНО ЛЮБИМ","['Поздравляшки, самый сильный первак!']"
2016-12-04 19:21:57,274,https://vk.com/wall-130344439_274,"Внимание! Игра в Киллера заканчивается 11 декабря в час ночи! В связи с тем, что игра в Киллера скоро заканчивается, было решено с понедельника открыть охоту на самых успешных игроков, оставшихся в живых. 1 Даминова Рита 2 Коннова Настя 3 Кожевников Егор 4 Долбёжева Марина 5 Завизион Мария 6 Колесникова Оля 7 Щербаков Саша 8 Шебзухова Дарина 9 Радионова Лена 10 Вишневская Ксюша 11 Синельникова-Мурылёва Елена 12 Скроботов Антон 13 Изидорчик Ксения 14 Гвоздева Лиза 15 Шкредов Миша 16 Шакуров Тимур Абсолютно любой живой участник игры может убить любого из вышеприведённого списка. Для этого достаточно застрелить его из пальца и просто предоставить ему доказательсвто своего участия в игре в виде конверта. Конфликтные ситуации жертва случайно решила убить своего охотника, один из людей из списка выше решил убить другого человека из списка выше разрешаются с помощью игры камень ножницы бумага при участии третьей незаинтересованной стороны.","['это все оставшиеся? хаха, я в среду улетаю', 'id1598589Антон, нет, это самые успешные', 'Что за подстава', 'Deathmode какой-то Получается эти участники теперь никого не могут убить, не выиграв у него в камень ножницы', 'id18805608Egor, режим хардкор00', 'id6045249Филипп, ну много уже кого из этого списка убили?', 'Да, Филипп?']"
2016-12-10 21:19:28,284,https://vk.com/wall-130344439_284,"Хей-хей-хей! Осталось меньше недели, чтобы зарегистрироваться на тайного Деда Мороза! Хочешь подарить подарок и получить от неизвестно тебе человека? Скорее заполняй форму!",['К посту комментариев нет']
2016-12-13 21:35:23,293,https://vk.com/wall-130344439_293,Игра в киллера кончилась. Вчера. Результаты будут подведены немного позже!,"['Где результаты, Карл Хочу видеть их в группе']"
2016-12-13 23:13:08,294,https://vk.com/wall-130344439_294,Пост состоит из фото,['К посту комментариев нет']
2016-12-17 16:24:42,295,https://vk.com/wall-130344439_295,"То самое чувство, когда в тайного санту играет как минимум 12 прогрессивных ребят D","['12 человек на линуксе? Откуда столько', 'Тут отправили фото', '12 бруталов']"
2016-12-20 23:44:14,301,https://vk.com/wall-130344439_301,"Рубрика Советы от подписчика Недавно в Apple music появилась льготная подписка для студентов. Чтобы подтвердить свой статус студента, нужно через айфон пройти по инструкции, ввести название вуза, затем логин с доменом ранхигс это тот логин, который был прислан для доступа к вай-фай в академии с добавлением домена edu.ranepa.ru . После этого на вашу личную почту придет сообщение о том, что письмо выслано на указанный адрес с доменом академии. Чтобы войти в почту от академии, через MS Outlook нужно добавить учетную запись с тем же логином с добавлением edu.ranepa.ru и паролем, который шел вместе с ним. Потом, вероятнее всего, надо перезапустить outlook, а письмо вы наверняка найдете в папке нежелательная почта. пройти по ссылке, подтвердить статус, что делать дальше я пока не поняла. Затем нужно снова зайти в приложении с музыкой для айфона, опять нажать на подписки, снова для студентов, снова подтвердить статус, вас автоматически перенаправит на страницу почти готово, где всякая информация про длительность студенческой подписки и условия.",['К посту комментариев нет']
2016-12-21 21:20:43,302,https://vk.com/wall-130344439_302,Пост состоит из фото,"['это не наш Санта', 'У нас наш, отечественный, Дед мороз', 'Импортозамещение']"
2016-12-22 13:23:50,308,https://vk.com/wall-130344439_308,"Ребята! Завтра я буду проводить эксперимент по поведенческой экономике и мне нужны вы все для участия там От вас потребуется не более 15-20 минут, проводиться это будет в две сессии в 1400 и в 1540. Особо отличившиеся участники эксперимента получат денежное вознаграждение Сбор в 1355 и в 1535 в 5 корпусе рядом в 512 аудитории, буду всех ждать! Те, кто готов потратить немного времени ради классного исследования, ставьте в комментариях 1, если придете в первой сессии и 2, если, соответственно, во второй. В приложении инструкция для игроков","['1', '1', '1', '1', '1', '1', '1']"
2016-12-23 17:28:46,319,https://vk.com/wall-130344439_319,Пост состоит из фото,['К посту комментариев нет']
2016-12-23 17:54:46,321,https://vk.com/wall-130344439_321,"Ребята, мы тут подумали публиковать всякие интересные вакансии и стажировки, которые могут быть нам интересны. Если Вам эта идея нравится, ставьте лайки На первый раз тут стажировка в Credit Suisse, которая длится 6 недель и начинается в июле. Есть трейдинг, айби, рисеч - в общем, по нашей теме все. Одно ограничение - выпускной год думаю, имеется в виду бакалавриата, но могут попробовать все. Требований вроде сильно жестких нет, по-крайней мере сейчас. По опыту подачи могу сказать, что чем раньше заэплаитесь, тем выше шанс пройти дальше.","['охуенная вакансия, как раз для выпускников бакалавриата с отсутствием нормальных курсов по финансам']"
2016-12-24 18:02:05,322,https://vk.com/wall-130344439_322,"Проза на иканаме. Летняя сессия оказалась такой же простой и понятной как и сама учеба на нашем простом и понятном факультете. В связи с этим 33 человека получили уникальную возможность пересдать эконометрику осенью. А теперь немного о том, как это было На этот раз процедура получения оценки по метрике была такая же длинная, как и розыгрыш Лиги Чемпионов на первом квалификационном раунде необходимо было решить энннное количестве домашних заданий, затем студенты выходили в группой этап, в рамках которого нужно было досдавать 2 контрольные работы разумеется сейчас речь не идет о тех несчастных, кто сдал обе контрольные на положительную оценку и таким образом получил автомат, ну и затем, преодолевшие предыдущие этапы выходили в плей-офф тянули билеты, отвечали по билету, не отвечали на 4-ый дополнительный вопрос и шли на пересдачу. Бюрократия!!! - скажите вы и будете не правы, ибо по настоящему понять и прочувствовать эконометрику смогут лишь те, кто будет в третий раз готовиться сдавать билеты именно в их мозгу появятся те тончайшие нити связи практики с теорией, именно они смогут потом пользоваться знаниями, полученными в рамках курса, именно они смогут гордиться тем, что благодаря своей спортивной злости смогли сдать этот предмет, именно они смогут рассказать своим внукам о том, как было непросто. И это наша эконометрика, иностранцы завистливо говорят эконометрикс, но все-таки он наш, НАШ эконометрикс.","['и кто это писал?', 'мы не знаем, мы случайно нашли', 'Это из знаменитой данной мне старшими курсами папки От Викторовича', 'Кто такой Викторович?', 'id6045249Филипп, понятия не имею', 'А мб объявим его непостижимой великой сущностью и начнём ему поклоняться?', 'Викторовичу и Аркхарченко', 'id6045249Филипп, хорошая идея', 'Тут отправили фото', 'id3438784О великая, расскажи о Викторыче D', 'Пусть останется тайной', 'Аааа, это Витя писал???']"
2016-12-25 12:46:02,332,https://vk.com/wall-130344439_332,"Всем привет! Вы устали от сессии? Хочется спокойствия, умиротворения и немного алкоголя? В таком случае самое время сдать свои последние зачёты, а потом затусить! Зовём всех в среду вечером в Duckstars! Вроде бы предусмотрена акция два по цене одного.","['Среда, Duckstars станция метро Маяковская 1800. Ждём всех!', 'id150423338Руслан, в пятницу уже многие уедут']"
2016-12-28 16:43:55,336,https://vk.com/wall-130344439_336,"Туса будет СЕГОДНЯ в Duckstars, станция метро Маяковская 1800. Ждём всех! Не забываем паспорт.",['кто забыл шарф в тот день в Duckstars?']
2017-01-11 18:41:09,342,https://vk.com/wall-130344439_342,"Привет, иканам. Как сессия? Присылайте нам ботающие и не очень фотки себя и своих друзей в комменты Автор лучшей фотки получит в награду рэдбул! Лучшая фотка - фотка, которая набрала наибольшее число лайков...","['сплю до обеда и смотрю мемасы', 'еее, мой вариант добавили', 'Почему нельзя проголосовать за несколько...', 'Пью вино добавь тоже вариант', 'id18236049Igor, уже максимум, больше нельзя', 'id32346529Agafya, он самый ходовой', 'Открываю конкурс фото', 'фу, постановочное D', 'То чувство, когда Эконометрика пригодилась в жизни', 'Похоже, что ты победил за счёт отсутствия конкуренции...', 'club130344439Иканам Стьюдентс Коммьюнити, где мой рэдбулл и два лонга?', 'id7560796Семён, соберёшь тусу в папасе в 30 человек, получишь свои богатства!']"
2017-01-16 10:24:27,358,https://vk.com/wall-130344439_358,Го!,"['', 'id145608859Nikita, что такое?', 'id49853608Alexander, да классная вакансия просто', 'id145608859Nikita, для 3 курса эконома классическая, вообще-то']"
2017-01-18 13:50:52,360,https://vk.com/wall-130344439_360,"Друзья Экономисты! Вот и подходит к концу, важный жизненный этап каждого студента - сессия! Когда каждый первокурсник может с гордостью назвать себя СТУДЕНТОМ а вместе с тем получает право кричать ЭКОНОМ!!!!!!!!!! вместе с самым илитным сообществом икономистов!!! А потому каждый из вас приглашается отметить успешное закрытие сессии со своим любимым Отделением! У кого-то естественным образом может возникнуть вопрос А что если я еще не закрыл сессию? Приходи мы ждем и тебя, на празднике ты сможешь загадать желание о ее скором закрытии и спросить совета старшего товарища Туса намечается на 21.01.17 в 1900 по адресу ул. Маросейка 42 Килфиш бар метро Китай-Город! Будет весело!!!","['А что так поздно то, еще до вечера ждать после экзамена', 'id8780561Ann, и тут на помощь приходит id386799133Dr Beerman', 'id8780561Ann, Аня, как верно заметил Кирилл, доктор Бирман для разогрева - идеальное место', 'id18236049Игорь, щас бы начинать пить в 10 утра', 'Ебать, он жив?!']"
2017-01-31 10:02:52,369,https://vk.com/wall-130344439_369,"Кто хочет на каток? Ждём всех желающих в среду 1 февраля в 1700 и позже на ВДНХ! Кто пойдёт, лайкните чтоль запись...","['А кто орг?', 'id49853608Александр, спонтанность Можешь мне звонить 8 916 949 32 04 D', 'Сань, погнали, а', 'id33447090Luiza, посмотрим, я только прилетаю сегодня, мб спать буду', 'id49853608Александр, блин, я на самом деле, вышла на работу уже, и не взяла ничего из тёплых вещей']"
2017-02-08 21:03:00,376,https://vk.com/wall-130344439_376,Приятного ожидания,"['Ты же понимаешь, что мы тебя там посвещать будем? D Ты готовься морально', '233', '232', '231', '227...']"
2017-02-09 13:11:10,379,https://vk.com/wall-130344439_379,Пост состоит из фото,['К посту комментариев нет']
2017-02-10 00:19:40,382,https://vk.com/wall-130344439_382,"Вечерняя рубрика дайте Крыловой почитать! Если у кого-нибудь есть Джанки, Голый завтрак, И бегемоты сварились в своих бассейнах Ульяма Берроуза, дайте пожалуйста почитать! В залог дам любые свои и пивасик в благодарность","['Ты свои книги Видимо, очень интересные книги, раз ты на такое пошла']"
2017-02-13 13:39:06,385,https://vk.com/wall-130344439_385,Есть возможность показать свои супермега исследования другим людям,['К посту комментариев нет']
2017-02-20 17:31:27,389,https://vk.com/wall-130344439_389,"Господа, есть замечательная идея провести один из 4 дней отдыха в компании иканамчика, отметить начало нового семестра, поговорить по душам и просто расслабиться, пока на то есть времяЗовём всех без исключения 23 февраля! Подробности о месте проведения тусы и времени будут известны позже",['К посту комментариев нет']
2017-02-21 15:51:15,390,https://vk.com/wall-130344439_390,"Друзья, 23 февраля в 1800 ждём всех в Duckstars на Маяковской","['Дизлайк', 'id3577476Никита, понижаю ставку', 'Бля то чувство, когда не понял свой же прикол, написанный по пьяне']"
2017-02-28 14:51:47,394,https://vk.com/wall-130344439_394,Пост состоит из фото,['Дизлайк']
2017-03-03 13:30:39,396,https://vk.com/wall-130344439_396,Пост состоит из фото,['К посту комментариев нет']
2017-03-05 23:46:54,398,https://vk.com/wall-130344439_398,"Это очень классная штука, в которой стоит поучаствовать 3 и 4 курсам Там вкусная еда и куча красивых девушек - эконометристов D","['Можете дать ссылку на Портал универсиады для регистрации?', 'id125147726Иван, зайди сам в группу, там в информации ссылка', 'Если кому нужно, наши материалы прошлого года Есть решение куска универсиады 2016', 'куча красивых девушек - эконометристов хорошая попытка', 'id3739940Kirill, я в прошлом году только красивые задачи видел', 'id145608859Никита Фокин скажи им, что там норм девушки были', 'id3739940Kirill, там была леди Мелиссандра']"
2017-03-12 16:50:32,406,https://vk.com/wall-130344439_406,"Не знаем насколько это легально, но можно кое-что смотреть перед сном...","['TOP', 'id184112448Евгений, Матвеева']"
2017-03-14 16:38:10,418,https://vk.com/wall-130344439_418,"В этом году не только лектор, но и семинарист с большой литеры из правого глаза. Да, да, да - баян",['К посту комментариев нет']
2017-03-16 10:14:36,419,https://vk.com/wall-130344439_419,"вакансия Internship Data analyst in VC fund Description of responsibilities -dealsourcing of investment opportunities in AI and machine learning -preparing analytics and due diligence reports on projects in AI and machine learning -analysing AI market and trends globally -parsing of various data for the fund, automation of specific ad hoc fund processes where possible Skills -Parsing -Data analytics -Machine learning knowledge -Python, JavaScript is a plus -Interest in technology, AI and machine learning industry trends -Business education or understanding of financial modelling, statistics and economics is highly recommended -Creativity and desire to improve processes and automate them is a plus Principal contact for applicants Alexandra azruvento.com",['К посту комментариев нет']
