document_id,chunk_id,title,chunk_text,source,comment
95,0,Post 95 (2016-10-23 11:26:58),"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20!, Всем спасибо! Все свободны!, id18236049Игорь, а контрольные 7?, 1, 2, 3, 4, 5, 6, 7, Ну и три в голову, конечно!, 1, 2, 3!, It was legen. wait for it dary! Legendary!, как же мы ебошим",https://vk.com/wall-130344439_95,комментарий
113,0,Post 113 (2016-10-23 20:48:45),"Кого бы вы выбрали на 4-м курсе, уважаемые иконамисты?",https://vk.com/wall-130344439_113,пост
113,0,Post 113 (2016-10-23 20:48:45),"Эскобар - это кто?, id219261651Антон, при чем тут он?, id28317794Мариана,, Шкребела очень крута, тож не в тему добавили, id150423338Руслан, крута как специалист, а не препод на 4 курсе",https://vk.com/wall-130344439_113,комментарий
143,0,Post 143 (2016-10-24 17:04:11),Господа ПЕРВОКУРСНИКИ соизволили позвать нас на тусу в пятницу. Поддержим их! Время и место будет опубликовано здесь ставь класс там и все дела,https://vk.com/wall-130344439_143,пост
143,0,Post 143 (2016-10-24 17:04:11),"ГООООООО!, и всех вас там поубивают., id1598589Антон, зато эта смерть будет веселой",https://vk.com/wall-130344439_143,комментарий
149,0,Post 149 (2016-10-25 00:29:45),"Лирика на Иканаме Его лик сияет при свете огней Он самый Великий из ученых людей Когда Он заходит, весь класс замирает, Встает и с удивлением на слайде читает Академик Раен, пожарный, ученый, Трижды профессор Отрадное района, Читал час назад лекции В ТурГПФи, Закончил авансом все кафедры в МИФи, Обладатель двух премий Столыпинских реформ, Подал в пятом классе собачкам на корм",https://vk.com/wall-130344439_149,пост
149,1,Post 149 (2016-10-25 00:29:45),", Подал в пятом классе собачкам на корм, Лично участвовал в посвяте КемГУ, Почетный заседатель на лавке в МГУ, Пожал Гайдара руку через 5 человек, Молдаванину объяснил, что такое субъект, Написал около десяти тыщ работ, Заставил работать коньячный завод, Магистр экономики в МАГРиТу Открыл на небе сверхновую звезду, Сочинил универсальный по безопасности гайд К сожалению, на этом закончился слайд",https://vk.com/wall-130344439_149,пост
149,2,Post 149 (2016-10-25 00:29:45),".. Сколькими регалиями ещё, кто знает Кафидов Валерий В. обладает.",https://vk.com/wall-130344439_149,пост
154,0,Post 154 (2016-10-25 22:47:58),А между тем умерло всего 20 человек. Убивайте друг-друга активнее!,https://vk.com/wall-130344439_154,пост
177,0,Post 177 (2016-10-29 22:56:31),"Я надеюсь, что эконометрика мне понравится. Так, налей мне виски., бывает, 111 views, Это успех",https://vk.com/wall-130344439_177,комментарий
182,0,Post 182 (2016-10-31 18:59:12),"Киллер продлевается до тех пор, пока не умрет больше половины!",https://vk.com/wall-130344439_182,пост
187,0,Post 187 (2016-11-01 17:11:17),"Хочешь написать хороший нир, но не можешь накачать статей, потому что доступ к базам данных есть только из библиотеки, а там такой медленный интернет что просто капец? Качай статьи прямо из дома! Просто скопируй ссылку на статью в sci-hub! P.S. На самом деле мы в шоке, что многие не знают об этой штуке",https://vk.com/wall-130344439_187,пост
187,0,Post 187 (2016-11-01 17:11:17),А вообще в академии рекомендуют пользоваться купленной подпиской. Академия миллионы тратит на подписки и ведет статистику,https://vk.com/wall-130344439_187,комментарий
187,1,Post 187 (2016-11-01 17:11:17),"., Миллионы на подписку в которой почти ничего стоящего нет или на стоящее подписка не распространяется, id3577476Никита, бесплатные две недели, id6045249Филипп, это была другая подписка, id3577476Никита, Просто подписка есть, а на самом деле ее нет деньги платят, но ничего не работает",https://vk.com/wall-130344439_187,комментарий
201,0,Post 201 (2016-11-07 17:28:55),"Выбор теперь не будет случайным, потому что ты всем сказал во что мы играем., id6045249Philip, ошибка была в последней фразе, id6045249Philip, остальное на случайность не влияет, Так ведь название игры все равно не несет никакого смысла. Поч не случайность?, Ну более мене на самом деле получилось даже при косяке в самом начале",https://vk.com/wall-130344439_201,комментарий
206,0,Post 206 (2016-11-07 17:46:23),"Хочу увидеть проголосовавших и убедиться, что молодые неопытные голосуют не за хи-квадрат",https://vk.com/wall-130344439_206,комментарий
211,0,Post 211 (2016-11-09 00:04:41),"id10592581Александр, понятненько, ясненько, Почему Трамп сэндвич?",https://vk.com/wall-130344439_211,комментарий
216,0,Post 216 (2016-11-16 20:35:48),"тут очередной топ трек ставьте классы, подписывайтесь на канал, ссылка в описании",https://vk.com/wall-130344439_216,пост
216,0,Post 216 (2016-11-16 20:35:48),"хочу придумать остроумный коммент, но так горит, что ничего на голову не приходит, , Норм трек. Качает, Это, конечно, такое, но все же лучше, чем предыдущие услышанные треки., Ой, аннулирую свой прошлый коммент, когда пошёл рэп стало плохо, Все проекты просто топ!",https://vk.com/wall-130344439_216,комментарий
223,0,Post 223 (2016-11-19 13:48:28),"Иканаааам, в понедельник идем в бар! Веселая компания и 4 по цене 1 в понедельник в 19.00 в Papas place Идем бухать, не будь как Никитка",https://vk.com/wall-130344439_223,пост
223,0,Post 223 (2016-11-19 13:48:28),"Парень дело говорит, Если будете раньше меня Стол на 10 человек не мое имя, Всем спасибо, было весело и слишком пьяно",https://vk.com/wall-130344439_223,комментарий
227,0,Post 227 (2016-11-23 15:44:46),"Товарищи экономисты, есть такая инфа которую никто, оказывается, не знал, хотя это уже как год работает Каждому студенту на время обучения бакалавриат, магистратура, аспирантура предоставляется личная учётная запись Microsoft Office 365, которая гарантирует вам 1 ТБ облачного хранилища на OneDrive, личный почтовый ящик в домене edu.ranepa",https://vk.com/wall-130344439_227,пост
227,1,Post 227 (2016-11-23 15:44:46),".ranepa.ru, а так возможность установки лицензионных версий Microsft Office 365 последней версии на 5 компов, 5 планшетов и 5 телефонов. Все подробности и инструкции можно найти по ссылке",https://vk.com/wall-130344439_227,пост
227,0,Post 227 (2016-11-23 15:44:46),"шок-контент, Слабо, физтехам phystech.edu остаётся после обучения вместе с гугл диском на 5Тб",https://vk.com/wall-130344439_227,комментарий
230,0,Post 230 (2016-11-24 13:40:45),"Дорогие экономовцы! В субботу собираем всех желающих на открытый каток в Парке Горького! Все, кто хочет пойти, ставим лойсы. Время сбора уточним позже, но думаю, что это будет в часов 5 дня. Приходите, откроем зимний сезон! Также после катка решим о продолжении банкета.",https://vk.com/wall-130344439_230,пост
230,0,Post 230 (2016-11-24 13:40:45),"Там можно взять коньки напрокат?, id87749968Александр, да, Коньки на прокат там включены в стоимость билета на вход, В прошлом году по крайней мере так было, но они не оч, Игорь, а альфатон?, ТЫ ШТО В СУББОТУ ЦОМЭЭФ!11, Одним словом - Организатор!, id145608859Никита, для по ходу уже нет",https://vk.com/wall-130344439_230,комментарий
241,0,Post 241 (2016-11-25 16:53:58),Люди вдохновили написать книгу под названием Пустота - это печально.,https://vk.com/wall-130344439_241,комментарий
243,0,Post 243 (2016-11-25 21:33:32),"Гайз! Кто завтра идет на каток, встречаемся у входа в ПГ в 5 часов. Если что, мой телефон 89260357545",https://vk.com/wall-130344439_243,пост
243,0,Post 243 (2016-11-25 21:33:32),"89169493204, Карочи, Молдованин - Организатор с большой буквы Х, так что звоните Фильке или мне 89169261965",https://vk.com/wall-130344439_243,комментарий
246,0,Post 246 (2016-11-26 23:05:03),"Посвяты не бывают в декабре, id3577476Никита, посвят не терпит сослагательного наклонения?, id6045249Филипп, нет",https://vk.com/wall-130344439_246,комментарий
250,0,Post 250 (2016-11-28 20:37:20),"Сегодня День рождения у одного из самых преданных экономовцев! Этот человек закончил бакалавриат, магистратуру иканамчика и теперь продолжает обучение в аспирантуре. Один из рекордсменов по количеству посещенных посвятов 7!, прекрасный гитарюга и просто хороший парень. Хочется пожелать, чтобы в жизни было поменьше случайных блужданий, больше иканама и много много лонгов в папасе!",https://vk.com/wall-130344439_250,пост
250,0,Post 250 (2016-11-28 20:37:20),"ооо братка с днюхой., С днюшечкой!, С днем рождения!, Поздравляю!, О, спасибо, от души",https://vk.com/wall-130344439_250,комментарий
261,0,Post 261 (2016-11-30 15:19:17),16.40 около входа на каток в Парке Горького. Всех ждем! 8-916-949-32-04 - Ульянкин Филипп 8-916-554-42-16 - Осипов Семён,https://vk.com/wall-130344439_261,пост
262,0,Post 262 (2016-11-30 22:00:55),"Отделение Экономики предупреждает Капустники опасны для вашего здоровья! И рекомендует ботать, а не танцевать.",https://vk.com/wall-130344439_262,пост
266,0,Post 266 (2016-12-02 16:50:19),"Ну типа пора привыкнуть что если пишут шото про економику рашки, то це хлопцi iз вышки",https://vk.com/wall-130344439_266,комментарий
268,0,Post 268 (2016-12-03 15:11:59),"ДИНГ ДИНГ ДОН! ДИНГ ДИНГ ДОН! ЛЬЁЁЁТСЯ ЧУДНЫЙ ЗВООООН! КОКА КОЛА ВСЕ ДЕЛА ПРАЗДНИК К НАМ ПРИШЁЁЁЁЁЁЛ! Всем привет! И да, я намекаю на то, что к нам приближается долгожданный Новый гооооооод! В этот праздник все мы с вами ждем какого-то чуда и жаждем получить самый заветный подарок, о котором так мечтали всю неделю, или месяц, или год или вообще всю свою жизнь!!",https://vk.com/wall-130344439_268,пост
268,1,Post 268 (2016-12-03 15:11:59),"! Так вот поэтому мы предлагаем вам в этот Новый Год помочь друг другу исполнить эти мечты и ощутить себя хотя бы на несколько дней ТАЙНЫМ ДЕДОМ МОРОЗОМ! ИМЕННО СЕГОДНЯ, ИМЕННО СЕЙЧАС, МЫ ОБЪЯВЛЯЕМ РЕГИСТРАЦИЮ НА ТАЙНОГО ДЕДА МОРОЗА ОТКРЫТОЙ! ССЫЛКА НА РЕГИСТРАЦИЮ ПРИЛАГАЕТСЯ! На этот раз мы решили провести мероприятие не только на своем курсе, но и на всем отделении экономики",https://vk.com/wall-130344439_268,пост
268,2,Post 268 (2016-12-03 15:11:59),"! Любому из вас может попасться как однокурсник, так и совершенно незнакомый человек, но разве же так не интереснее?! БУДЕТ ОЧЕНЬ ЗДОРОВО! Ну и, собственно, о том, что же вообще такое Тайный Дед Мороз? Это тайный обмен подарками",https://vk.com/wall-130344439_268,пост
268,3,Post 268 (2016-12-03 15:11:59),"! Начинается все с того, что вы получаете конверт, в котором находится анкета другого студента с описанием его хобби, желаний и просто того, что он любит больше всего Вместе с этим вам, конечно, достается номер счастливчика, чью заветную мечту вы будете исполнять! На поиски лучшего подарка каждому будет отведено 2 недели, после чего, 28 декабря, в предверии Нового Года, ПРОИЗОЙДЕТ ВОЛШЕБСТВО",https://vk.com/wall-130344439_268,пост
268,4,Post 268 (2016-12-03 15:11:59),! Тогда и ты сам получишь свой подарок! Обо всех остальных правилах вы сможете узнать уже в день выдачи заветных конвертов РЕГИСТРАЦИЯ НА РОЛИ ТАЙНЫХ ДЕДОВ МОРОЗОВ БУДЕТ ЗАКРЫТА 15,https://vk.com/wall-130344439_268,пост
268,5,Post 268 (2016-12-03 15:11:59),".12 В 2359! После чего, увы, ваше участие в конкурсе, будет невозможным ТАК ЧТО РЕГИСТРИРУЙСЯ СЕЙЧАС, НЕ ОТКЛАДЫВАЙ ДЕЛО НА ПОТОМ! И будет тебе подарочек Если у тебя возникнут или уже возникли какие-то вопросы, можешь их смело задавать id321378609Оле Колесниковой или id10592581Саше Тишину",https://vk.com/wall-130344439_268,пост
268,0,Post 268 (2016-12-03 15:11:59),"Ну хоть не убьют., P.S. Преподаватели тоже участвуют, Блин, чего так сложно зарегаться!",https://vk.com/wall-130344439_268,комментарий
271,0,Post 271 (2016-12-04 11:15:18),"РЕБЯТА, СЕГОДНЯ У НАШЕГО ГЛЕБУШКА ДЕНЬ РОЖДЕНИЯ, ДАВАЙТЕ-КА ВСЕ ДРУЖНО ПОЗДРАВИМ ЭТОГО ПАРНЯ С ИКАНАМЧИКА! ГЛЕБ, МЫ ТЕБЯ ОЧЕНЬ-ОЧЕНЬ СИЛЬНО ЛЮБИМ",https://vk.com/wall-130344439_271,пост
274,0,Post 274 (2016-12-04 19:21:57),"Внимание! Игра в Киллера заканчивается 11 декабря в час ночи! В связи с тем, что игра в Киллера скоро заканчивается, было решено с понедельника открыть охоту на самых успешных игроков, оставшихся в живых",https://vk.com/wall-130344439_274,пост
274,1,Post 274 (2016-12-04 19:21:57),. 1 Даминова Рита 2 Коннова Настя 3 Кожевников Егор 4 Долбёжева Марина 5 Завизион Мария 6 Колесникова Оля 7 Щербаков Саша 8 Шебзухова Дарина 9 Радионова Лена 10 Вишневская Ксюша 11 Синельникова-Мурылёва Елена 12 Скроботов Антон 13 Изидорчик Ксения 14 Гвоздева Лиза 15 Шкредов Миша 16 Шакуров Тимур Абсолютно любой живой участник игры может убить любого из вышеприведённого списка,https://vk.com/wall-130344439_274,пост
274,2,Post 274 (2016-12-04 19:21:57),". Для этого достаточно застрелить его из пальца и просто предоставить ему доказательсвто своего участия в игре в виде конверта. Конфликтные ситуации жертва случайно решила убить своего охотника, один из людей из списка выше решил убить другого человека из списка выше разрешаются с помощью игры камень ножницы бумага при участии третьей незаинтересованной стороны.",https://vk.com/wall-130344439_274,пост
274,0,Post 274 (2016-12-04 19:21:57),"это все оставшиеся? хаха, я в среду улетаю, id1598589Антон, нет, это самые успешные, Что за подстава, Deathmode какой-то Получается эти участники теперь никого не могут убить, не выиграв у него в камень ножницы, id18805608Egor, режим хардкор00, id6045249Филипп, ну много уже кого из этого списка убили?, Да, Филипп?",https://vk.com/wall-130344439_274,комментарий
284,0,Post 284 (2016-12-10 21:19:28),"Хей-хей-хей! Осталось меньше недели, чтобы зарегистрироваться на тайного Деда Мороза! Хочешь подарить подарок и получить от неизвестно тебе человека? Скорее заполняй форму!",https://vk.com/wall-130344439_284,пост
293,0,Post 293 (2016-12-13 21:35:23),Игра в киллера кончилась. Вчера. Результаты будут подведены немного позже!,https://vk.com/wall-130344439_293,пост
295,0,Post 295 (2016-12-17 16:24:42),"То самое чувство, когда в тайного санту играет как минимум 12 прогрессивных ребят D",https://vk.com/wall-130344439_295,пост
295,0,Post 295 (2016-12-17 16:24:42),"12 человек на линуксе? Откуда столько, Тут отправили фото, 12 бруталов",https://vk.com/wall-130344439_295,комментарий
301,0,Post 301 (2016-12-20 23:44:14),"Рубрика Советы от подписчика Недавно в Apple music появилась льготная подписка для студентов. Чтобы подтвердить свой статус студента, нужно через айфон пройти по инструкции, ввести название вуза, затем логин с доменом ранхигс это тот логин, который был прислан для доступа к вай-фай в академии с добавлением домена edu.ranepa.ru",https://vk.com/wall-130344439_301,пост
301,1,Post 301 (2016-12-20 23:44:14),".ranepa.ru . После этого на вашу личную почту придет сообщение о том, что письмо выслано на указанный адрес с доменом академии. Чтобы войти в почту от академии, через MS Outlook нужно добавить учетную запись с тем же логином с добавлением edu.ranepa.ru и паролем, который шел вместе с ним. Потом, вероятнее всего, надо перезапустить outlook, а письмо вы наверняка найдете в папке нежелательная почта",https://vk.com/wall-130344439_301,пост
301,2,Post 301 (2016-12-20 23:44:14),". пройти по ссылке, подтвердить статус, что делать дальше я пока не поняла. Затем нужно снова зайти в приложении с музыкой для айфона, опять нажать на подписки, снова для студентов, снова подтвердить статус, вас автоматически перенаправит на страницу почти готово, где всякая информация про длительность студенческой подписки и условия.",https://vk.com/wall-130344439_301,пост
302,0,Post 302 (2016-12-21 21:20:43),"это не наш Санта, У нас наш, отечественный, Дед мороз, Импортозамещение",https://vk.com/wall-130344439_302,комментарий
308,0,Post 308 (2016-12-22 13:23:50),"Ребята! Завтра я буду проводить эксперимент по поведенческой экономике и мне нужны вы все для участия там От вас потребуется не более 15-20 минут, проводиться это будет в две сессии в 1400 и в 1540",https://vk.com/wall-130344439_308,пост
308,1,Post 308 (2016-12-22 13:23:50),". Особо отличившиеся участники эксперимента получат денежное вознаграждение Сбор в 1355 и в 1535 в 5 корпусе рядом в 512 аудитории, буду всех ждать! Те, кто готов потратить немного времени ради классного исследования, ставьте в комментариях 1, если придете в первой сессии и 2, если, соответственно, во второй. В приложении инструкция для игроков",https://vk.com/wall-130344439_308,пост
321,0,Post 321 (2016-12-23 17:54:46),"Ребята, мы тут подумали публиковать всякие интересные вакансии и стажировки, которые могут быть нам интересны. Если Вам эта идея нравится, ставьте лайки На первый раз тут стажировка в Credit Suisse, которая длится 6 недель и начинается в июле. Есть трейдинг, айби, рисеч - в общем, по нашей теме все. Одно ограничение - выпускной год думаю, имеется в виду бакалавриата, но могут попробовать все",https://vk.com/wall-130344439_321,пост
321,1,Post 321 (2016-12-23 17:54:46),". Требований вроде сильно жестких нет, по-крайней мере сейчас. По опыту подачи могу сказать, что чем раньше заэплаитесь, тем выше шанс пройти дальше.",https://vk.com/wall-130344439_321,пост
321,0,Post 321 (2016-12-23 17:54:46),"охуенная вакансия, как раз для выпускников бакалавриата с отсутствием нормальных курсов по финансам",https://vk.com/wall-130344439_321,комментарий
322,0,Post 322 (2016-12-24 18:02:05),Проза на иканаме. Летняя сессия оказалась такой же простой и понятной как и сама учеба на нашем простом и понятном факультете. В связи с этим 33 человека получили уникальную возможность пересдать эконометрику осенью,https://vk.com/wall-130344439_322,пост
322,1,Post 322 (2016-12-24 18:02:05),". А теперь немного о том, как это было На этот раз процедура получения оценки по метрике была такая же длинная, как и розыгрыш Лиги Чемпионов на первом квалификационном раунде необходимо было решить энннное количестве домашних заданий, затем студенты выходили в группой этап, в рамках которого нужно было досдавать 2 контрольные работы разумеется сейчас речь не идет о тех несчастных",https://vk.com/wall-130344439_322,пост
322,2,Post 322 (2016-12-24 18:02:05),", кто сдал обе контрольные на положительную оценку и таким образом получил автомат, ну и затем, преодолевшие предыдущие этапы выходили в плей-офф тянули билеты, отвечали по билету, не отвечали на 4-ый дополнительный вопрос и шли на пересдачу",https://vk.com/wall-130344439_322,пост
322,4,Post 322 (2016-12-24 18:02:05),"! - скажите вы и будете не правы, ибо по настоящему понять и прочувствовать эконометрику смогут лишь те, кто будет в третий раз готовиться сдавать билеты именно в их мозгу появятся те тончайшие нити связи практики с теорией, именно они смогут потом пользоваться знаниями, полученными в рамках курса, именно они смогут гордиться тем, что благодаря своей спортивной злости смогли сдать этот предмет",https://vk.com/wall-130344439_322,пост
322,5,Post 322 (2016-12-24 18:02:05),", именно они смогут рассказать своим внукам о том, как было непросто",https://vk.com/wall-130344439_322,пост
322,6,Post 322 (2016-12-24 18:02:05),". И это наша эконометрика, иностранцы завистливо говорят эконометрикс, но все-таки он наш, НАШ эконометрикс.",https://vk.com/wall-130344439_322,пост
322,0,Post 322 (2016-12-24 18:02:05),"и кто это писал?, мы не знаем, мы случайно нашли, Это из знаменитой данной мне старшими курсами папки От Викторовича, Кто такой Викторович?, id6045249Филипп, понятия не имею, А мб объявим его непостижимой великой сущностью и начнём ему поклоняться",https://vk.com/wall-130344439_322,комментарий
322,1,Post 322 (2016-12-24 18:02:05),"?, Викторовичу и Аркхарченко, id6045249Филипп, хорошая идея, Тут отправили фото, id3438784О великая, расскажи о Викторыче D, Пусть останется тайной, Аааа, это Витя писал?",https://vk.com/wall-130344439_322,комментарий
332,0,Post 332 (2016-12-25 12:46:02),"Всем привет! Вы устали от сессии? Хочется спокойствия, умиротворения и немного алкоголя? В таком случае самое время сдать свои последние зачёты, а потом затусить! Зовём всех в среду вечером в Duckstars! Вроде бы предусмотрена акция два по цене одного.",https://vk.com/wall-130344439_332,пост
332,0,Post 332 (2016-12-25 12:46:02),"Среда, Duckstars станция метро Маяковская 1800. Ждём всех!, id150423338Руслан, в пятницу уже многие уедут",https://vk.com/wall-130344439_332,комментарий
336,0,Post 336 (2016-12-28 16:43:55),"Туса будет СЕГОДНЯ в Duckstars, станция метро Маяковская 1800. Ждём всех! Не забываем паспорт.",https://vk.com/wall-130344439_336,пост
342,0,Post 342 (2017-01-11 18:41:09),"Привет, иканам. Как сессия? Присылайте нам ботающие и не очень фотки себя и своих друзей в комменты Автор лучшей фотки получит в награду рэдбул! Лучшая фотка - фотка, которая набрала наибольшее число лайков.",https://vk.com/wall-130344439_342,пост
342,0,Post 342 (2017-01-11 18:41:09),"сплю до обеда и смотрю мемасы, еее, мой вариант добавили, Почему нельзя проголосовать за несколько., Пью вино добавь тоже вариант, id18236049Igor, уже максимум, больше нельзя, id32346529Agafya, он самый ходовой, Открываю конкурс фото, фу, постановочное D, То чувство, когда Эконометрика пригодилась в жизни, Похоже, что ты победил за счёт отсутствия конкуренции..",https://vk.com/wall-130344439_342,комментарий
342,1,Post 342 (2017-01-11 18:41:09),"., club130344439Иканам Стьюдентс Коммьюнити, где мой рэдбулл и два лонга?, id7560796Семён, соберёшь тусу в папасе в 30 человек, получишь свои богатства!",https://vk.com/wall-130344439_342,комментарий
358,0,Post 358 (2017-01-16 10:24:27),", id145608859Nikita, что такое?, id49853608Alexander, да классная вакансия просто, id145608859Nikita, для 3 курса эконома классическая, вообще-то",https://vk.com/wall-130344439_358,комментарий
360,0,Post 360 (2017-01-18 13:50:52),"Друзья Экономисты! Вот и подходит к концу, важный жизненный этап каждого студента - сессия! Когда каждый первокурсник может с гордостью назвать себя СТУДЕНТОМ а вместе с тем получает право кричать ЭКОНОМ! вместе с самым илитным сообществом икономистов! А потому каждый из вас приглашается отметить успешное закрытие сессии со своим любимым Отделением",https://vk.com/wall-130344439_360,пост
360,1,Post 360 (2017-01-18 13:50:52),"! У кого-то естественным образом может возникнуть вопрос А что если я еще не закрыл сессию? Приходи мы ждем и тебя, на празднике ты сможешь загадать желание о ее скором закрытии и спросить совета старшего товарища Туса намечается на 21",https://vk.com/wall-130344439_360,пост
360,2,Post 360 (2017-01-18 13:50:52),.01.17 в 1900 по адресу ул. Маросейка 42 Килфиш бар метро Китай-Город! Будет весело!,https://vk.com/wall-130344439_360,пост
360,0,Post 360 (2017-01-18 13:50:52),"А что так поздно то, еще до вечера ждать после экзамена, id8780561Ann, и тут на помощь приходит id386799133Dr Beerman, id8780561Ann, Аня, как верно заметил Кирилл, доктор Бирман для разогрева - идеальное место, id18236049Игорь, щас бы начинать пить в 10 утра, Ебать, он жив?!",https://vk.com/wall-130344439_360,комментарий
369,0,Post 369 (2017-01-31 10:02:52),"Кто хочет на каток? Ждём всех желающих в среду 1 февраля в 1700 и позже на ВДНХ! Кто пойдёт, лайкните чтоль запись.",https://vk.com/wall-130344439_369,пост
369,0,Post 369 (2017-01-31 10:02:52),"А кто орг?, id49853608Александр, спонтанность Можешь мне звонить 8 916 949 32 04 D, Сань, погнали, а, id33447090Luiza, посмотрим, я только прилетаю сегодня, мб спать буду, id49853608Александр, блин, я на самом деле, вышла на работу уже, и не взяла ничего из тёплых вещей",https://vk.com/wall-130344439_369,комментарий
376,0,Post 376 (2017-02-08 21:03:00),"Ты же понимаешь, что мы тебя там посвещать будем? D Ты готовься морально, 233, 232, 231, 227.",https://vk.com/wall-130344439_376,комментарий
382,0,Post 382 (2017-02-10 00:19:40),"Вечерняя рубрика дайте Крыловой почитать! Если у кого-нибудь есть Джанки, Голый завтрак, И бегемоты сварились в своих бассейнах Ульяма Берроуза, дайте пожалуйста почитать! В залог дам любые свои и пивасик в благодарность",https://vk.com/wall-130344439_382,пост
382,0,Post 382 (2017-02-10 00:19:40),"Ты свои книги Видимо, очень интересные книги, раз ты на такое пошла",https://vk.com/wall-130344439_382,комментарий
385,0,Post 385 (2017-02-13 13:39:06),Есть возможность показать свои супермега исследования другим людям,https://vk.com/wall-130344439_385,пост
389,0,Post 389 (2017-02-20 17:31:27),"Господа, есть замечательная идея провести один из 4 дней отдыха в компании иканамчика, отметить начало нового семестра, поговорить по душам и просто расслабиться, пока на то есть времяЗовём всех без исключения 23 февраля! Подробности о месте проведения тусы и времени будут известны позже",https://vk.com/wall-130344439_389,пост
390,0,Post 390 (2017-02-21 15:51:15),"Друзья, 23 февраля в 1800 ждём всех в Duckstars на Маяковской",https://vk.com/wall-130344439_390,пост
390,0,Post 390 (2017-02-21 15:51:15),"Дизлайк, id3577476Никита, понижаю ставку, Бля то чувство, когда не понял свой же прикол, написанный по пьяне",https://vk.com/wall-130344439_390,комментарий
398,0,Post 398 (2017-03-05 23:46:54),"Это очень классная штука, в которой стоит поучаствовать 3 и 4 курсам Там вкусная еда и куча красивых девушек - эконометристов D",https://vk.com/wall-130344439_398,пост
